ENTIDAD,NOM_ENT ,DISTRITO,INDIGENA,COMPLEJIDA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_0A17,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,POB_EDADNE,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LEN,PCDISC_AUD,PCDISC_M_A,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_C,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRI,PAFIL_OTRA,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCIN,VPH_SINTIC
5,Coahuila de Zaragoza,4,NO,Concentrado 2,492819,248415,244404,24667,12260,12407,148601,466945,235553,231392,448233,226416,221817,390700,198145,192555,367077,186607,180470,343011,174765,168246,27589,13479,14110,48656,23929,24727,55504,27140,28364,23623,11538,12085,24066,11842,12224,59988,29395,30593,131911,52102,28106,23996,98,124535,333176,33901,1207,1,411062,207461,203601,76258,38382,37876,431305,218423,212882,14472,6892,7580,1050,469,581,8,3,5,1020,453,567,1042,7,1014,2349,13664,6706,6958,15572,7115,6335,2642,3342,3721,2571,39353,10881,25029,2577,8374,2036,6224,4983,433419,10079,4867,5212,1797,879,918,1426,650,776,18837,9306,9531,23160,11187,11973,661,290,371,4213,2352,1861,5374,2906,2468,12223,6730,5493,31375,17415,13960,7154,3402,3752,95693,48836,46857,199108,98500,100608,11,11,11,241685,96384,145301,148317,101414,46903,236973,94982,141991,4712,1402,3310,83433,407580,330540,37780,1510,411,18310,781,26200,7823,130294,216528,43494,139788,39265,100523,492146,124470,367676,159316,139828,153655,134167,139729,139788,13112,6376,492146,3,0,138363,929,27994,111329,1440,7592,130286,139134,192,138262,133075,1061,119248,25660,138465,618,138830,474,137863,25,138474,39883,183,136188,126924,99197,98038,7383,9531,100033,135020,72722,75798,129974,97553,65550,43627,26208,2054,4687,35750,503
5,Coahuila de Zaragoza,5,NO,Altamente Concentrado 2,353269,182554,170715,13168,6419,6749,88124,338986,175577,163409,329220,170764,158456,294825,154029,140796,279746,146658,133088,264030,138918,125112,14665,7214,7451,29496,14334,15162,34904,17005,17899,15079,7371,7708,15716,7740,7976,39742,19658,20084,87434,63404,35280,28124,93,72408,236222,43524,1115,2,295238,151346,143892,54816,29663,25153,319667,166143,153524,8412,4128,4284,371,150,221,11,7,4,350,140,210,366,9,347,823,5024,2592,2432,18524,9990,7391,2435,3761,4145,3152,39560,14000,24824,2413,8902,2510,7205,4745,291587,4949,2446,2503,1408,695,713,1136,515,621,12227,6136,6091,16416,7984,8432,628,268,360,3832,2010,1822,5301,2804,2497,13474,7610,5864,31105,17311,13794,7137,3400,3737,54922,28867,26055,154906,78997,75909,11,11,11,179148,77392,101756,115142,76360,38782,175034,76124,98910,4114,1268,2846,78773,273090,222030,26535,781,678,11804,797,16674,2979,103520,147469,43693,109220,39244,69976,352361,115949,236412,129010,109293,123263,103546,109154,109220,16908,2809,352361,3,0,107713,1034,26234,82521,1254,6568,100934,108666,98,108571,106968,190,72018,24972,108528,92,108602,130,108387,13,108504,41640,238,106252,95443,76129,64203,8407,22862,76841,106014,52619,52673,98898,70895,54464,30732,17137,1486,5384,33380,563
5,Coahuila de Zaragoza,6,NO,Concentración Media,506358,256328,250030,27939,13802,14137,171233,478073,242353,235720,457641,232298,225343,390832,199410,191422,362808,185501,177307,334779,171734,163045,30166,14852,15314,57075,28091,28984,66109,32596,33513,28024,13909,14115,28029,13767,14262,63153,31715,31438,141569,39725,20431,19294,97,143204,337814,24994,346,1,438458,221531,216927,65332,33537,31795,440336,224363,215973,15752,7366,8386,920,291,629,10,4,6,904,286,618,919,10,903,1327,6166,3056,3110,22137,9938,10272,2941,3704,3973,3532,53825,14383,35725,2961,9009,2031,9712,5511,427207,11610,5726,5884,1824,822,1002,2182,990,1192,20537,10342,10195,20157,10157,10000,1444,565,879,6223,2985,3238,7039,3345,3694,19602,9968,9634,40221,21314,18907,10968,5144,5824,102750,53057,49693,166261,84063,82198,10,10,10,241275,97736,143539,147907,101404,46503,236139,96346,139793,5136,1390,3746,112625,393064,314441,33288,733,2346,31125,5012,13089,3200,125829,222189,42627,142405,41655,100750,504342,135868,368474,176684,142436,169235,134987,142324,142405,28022,6226,504342,3,0,140582,1623,32156,110057,1915,11382,128915,142013,201,141068,136916,1146,96823,26001,139982,1308,140727,1483,139769,50,139909,60791,377,136619,115698,82007,74510,14965,37919,99807,137497,55218,37698,132544,77345,64762,29430,20877,2390,7659,56842,825
5,Coahuila de Zaragoza,7,NO,Disperso 1,473084,236116,236968,25499,12424,13075,151710,445920,222859,223061,426893,213501,213392,367632,184517,183115,343614,172707,170907,319709,160908,158801,28256,13866,14390,50032,24476,25556,56799,27773,29026,24018,11810,12208,23905,11799,12106,57827,28062,29765,124009,48416,25515,22901,100,127805,311862,31752,1665,2,407797,204207,203590,61654,30167,31487,412218,206986,205232,13392,5995,7397,1256,500,756,6,0,6,1213,482,731,1243,6,1200,2405,9318,4568,4750,18102,7866,8118,2786,3791,3958,2962,43040,11524,29053,2549,8811,2056,6780,5260,407265,10924,5239,5685,1601,749,852,1420,661,759,18080,9011,9069,18854,8990,9864,752,302,450,6247,3338,2909,7872,4144,3728,15231,8100,7131,36684,19560,17124,7416,3494,3922,110192,55760,54432,151079,73498,77581,10,10,10,222393,84725,137668,144619,99533,45086,217709,83459,134250,4684,1266,3418,79454,391642,330401,29002,1178,601,20910,1338,9153,6685,122907,204130,40404,127553,35999,91554,471245,123060,348185,148989,127615,145500,124126,127483,127553,14389,6985,471245,3,0,126081,896,28607,98378,2088,9853,115042,126738,252,125218,117726,1767,106006,7644,124567,1525,125320,1638,123991,72,124551,46483,356,122653,112072,80457,77715,9028,13920,92205,121624,52374,56345,115163,76217,53450,26352,17188,2754,7337,44434,986
6,Colima,1,NO,Concentrado 2,380580,194962,185618,14068,6860,7208,102646,365366,187528,177838,354492,182058,172434,313153,161756,151397,295283,153072,142211,276788,143968,132820,16589,8216,8373,35624,17556,18068,41852,20426,21426,17870,8684,9186,18495,9104,9391,44446,22172,22274,102903,52278,28228,24050,95,84151,259682,35601,1146,1,282004,144323,137681,91266,47485,43781,333501,172462,161039,17270,8540,8730,2445,1048,1397,92,52,40,2319,984,1335,2409,78,2298,4298,7189,3619,3570,21169,10680,8869,2819,4110,3833,3951,47508,14460,29666,2633,8679,1797,10024,5382,308451,5041,2512,2529,1073,514,559,1105,475,630,14945,7592,7353,19039,9884,9155,729,312,417,6836,3497,3339,8199,4214,3985,19610,9827,9783,31052,15928,15124,9476,4012,5464,63009,32836,30173,153850,80657,73193,10,10,10,202038,89167,112871,110399,72298,38101,198704,88064,110640,3334,1103,2231,67982,311250,191343,36010,786,1990,79901,1044,6420,1813,111500,160193,41329,121246,43419,77827,378477,125229,253248,154878,121367,150853,117342,121053,121246,26699,6812,378477,3,0,118652,1988,36643,84007,3958,18919,97773,120088,564,119982,117555,671,100465,37841,120016,118,120162,484,119379,87,119992,44270,592,114511,94346,62548,70355,16346,16440,85779,112275,56844,46038,111637,81907,58559,28984,14923,3908,5022,33510,1005
6,Colima,2,NO,Concentración Media,350811,175807,175004,15546,7623,7923,106756,334455,167777,166678,322630,161949,160681,279255,140701,138554,260989,131683,129306,243245,123002,120243,17880,8809,9071,37320,18267,19053,43471,21400,22071,18266,9018,9248,17744,8681,9063,39321,19745,19576,94309,39279,19835,19444,99,89012,234828,26161,810,2,243856,122441,121415,102437,51148,51289,302706,152702,150004,17951,8647,9304,2765,1274,1491,97,62,35,2651,1202,1449,2700,80,2603,5472,6385,3240,3145,18711,9087,8618,2998,3746,3407,3483,39817,11858,26006,2873,7787,1845,7498,4650,289163,6846,3407,3439,2215,1025,1190,2115,940,1175,13019,6606,6413,11993,6318,5675,1525,654,871,11898,5967,5931,15697,7706,7991,24243,11641,12602,35544,17932,17612,10016,4451,5565,67556,35070,32486,99287,50197,49090,9,9,9,184604,75167,109437,93801,65244,28557,182198,74494,107704,2406,673,1733,55092,294697,170901,13072,473,9057,99803,1730,2924,1203,90101,153745,35301,105607,35358,70249,349820,113730,236090,134100,105683,127699,99282,105392,105607,20630,7787,349820,3,1,101326,3768,36521,68579,7499,23082,74519,104546,557,104140,101265,963,68174,19053,104469,137,104546,555,103497,87,104389,47751,901,97085,76034,35987,47499,20499,25174,69475,94569,33356,34213,95099,50488,55605,14897,7772,5265,7063,48856,1693
7,Chiapas,1,SI,Muy Disperso 1,410229,207521,202708,25256,12575,12681,158497,372867,188893,183974,355108,180059,175049,289720,147545,142175,263962,134820,129142,239626,122814,116812,27044,13389,13655,56103,27959,28144,63296,31360,31936,25758,12725,13033,24336,12006,12330,47796,24513,23283,102656,34807,17025,17782,97,134161,239919,24043,12106,2,379291,191879,187412,17424,8919,8505,349871,177739,172132,4307,1942,2365,241894,122133,119761,45383,29360,16023,194193,91513,102680,231503,40442,188743,293637,4319,2177,2142,16275,7217,7645,4064,4948,3957,3973,28802,9912,18984,2790,7678,2089,5050,4247,351143,8271,4018,4253,3282,1610,1672,3868,1984,1884,15765,7573,8192,8025,3776,4249,5095,2438,2657,51712,33563,18149,47075,30052,17023,40294,19795,20499,38182,18705,19477,10268,4731,5537,54173,27531,26642,64212,29202,35010,7,6,7,193459,75444,118015,95236,71799,23437,191501,75052,116449,1958,392,1566,115416,282600,30741,9528,1210,913,226409,15626,727,1856,98575,167962,23120,96157,20420,75737,408456,72150,336306,117036,96211,113079,92254,96025,96157,15084,5741,408456,4,1,79879,13419,45530,47768,12248,31676,49374,90735,2567,85820,54052,7479,31462,12896,81017,8211,83931,9352,79003,958,82079,79406,16044,48430,23203,6731,8965,6338,4576,43885,60879,7133,4027,46404,9085,28506,1064,541,23175,46020,80886,18906
7,Chiapas,10,NO,Muy Disperso 1,410609,207354,203255,23108,11337,11771,145035,387396,195964,191432,370900,187904,182996,311620,158613,153007,287887,146839,141048,265469,135915,129554,25154,12347,12807,50622,25004,25618,57361,28441,28920,23733,11774,11959,22418,10924,11494,47347,23948,23399,106018,46128,22405,23723,98,122617,255227,32660,105,2,400924,202939,197985,7076,3673,3403,365593,186023,179570,3292,1580,1712,22059,10842,11217,2236,1342,894,19762,9463,10299,20823,1713,19049,30866,3283,1634,1649,21185,9951,9142,3585,4974,3859,3828,39120,13916,24450,2661,7869,1820,6238,4294,348427,9069,4384,4685,3398,1621,1777,3318,1630,1688,15245,7386,7859,10409,5033,5376,3553,1592,1961,37201,21012,16189,40131,20962,19169,45972,22983,22989,42739,22449,20290,9045,4392,4653,61660,33941,27719,78789,37378,41411,7,7,7,191105,67437,123668,119321,90837,28484,188390,66814,121576,2715,623,2092,149006,261397,27271,16119,4776,1882,200700,8713,1640,1953,93622,182834,34093,104855,27808,77047,408908,96943,311965,131767,104892,131483,104608,104447,104855,19413,7462,408908,3,1,95685,8731,47333,57082,15960,27667,60788,102272,2143,96805,70634,7610,45340,57807,98750,1773,100159,4254,93074,445,98982,66095,3397,78819,56761,17182,22863,22019,28512,64874,89390,12464,12633,77449,19150,48961,2108,1391,8777,24366,80794,5262
7,Chiapas,11,SI,Disperso 2,387847,197555,190292,26048,12846,13202,164494,358333,182973,175360,339181,173437,165744,271307,139961,131346,244730,126589,118141,219887,114048,105839,28844,14326,14518,58182,28686,29496,65912,32926,32986,26577,13372,13205,24843,12541,12302,50487,26412,24075,100744,27856,13731,14125,96,139651,225117,19613,3466,2,380659,193932,186727,2122,1075,1047,336978,172629,164349,1676,665,1011,195354,99298,96056,41214,25299,15915,150486,72061,78425,185690,35700,146337,241430,3057,1489,1568,11665,5137,5041,3080,3829,3203,2903,19006,7131,11881,1988,6011,1609,3589,3140,352337,11223,5514,5709,3902,1959,1943,7075,3941,3134,11179,5138,6041,5408,2459,2949,7859,3840,4019,45610,29576,16034,39636,24761,14875,44668,23197,21471,65904,34146,31758,8122,3915,4207,48367,24122,24245,32187,13744,18443,6,5,6,173563,65031,108532,96928,74612,22316,170380,64515,105865,3183,516,2667,70649,313644,18424,4188,704,589,277557,14627,667,456,89613,162569,19096,81041,13453,67588,387367,50697,336670,98793,81063,95470,77740,80912,81041,12847,4883,387367,4,1,66342,13784,28829,51296,3160,19920,57042,77354,2771,61662,37652,18463,47821,10982,45709,32432,53839,26284,47257,1494,44244,63937,17776,25610,17464,5055,12063,6579,12444,36631,46882,3626,2329,40956,4149,18339,446,311,24455,38625,74025,19649
7,Chiapas,12,NO,Concentración Media,435403,225265,210138,24305,12106,12199,144374,408217,211717,196500,391555,203515,188040,335214,175962,159252,311515,164397,147118,288148,152790,135358,24812,12173,12639,48191,23582,24609,55667,27161,28506,23699,11565,12134,23367,11607,11760,51215,26237,24978,117726,47357,25216,22141,93,121007,279432,32083,2881,2,385814,200620,185194,18719,9189,9530,372754,195074,177680,6813,3206,3607,3254,1396,1858,71,30,41,3135,1338,1797,3225,68,3109,7563,6344,3056,3288,18851,8529,8268,4281,4267,4357,3802,35905,10946,23473,3244,7251,2145,5623,4968,374997,10859,5290,5569,3987,1899,2088,2881,1349,1532,17592,8745,8847,15963,8021,7942,2483,1140,1343,23218,14430,8788,29145,17096,12049,27546,14730,12816,40625,21650,18975,8318,4007,4311,67018,37248,29770,127526,63949,63577,9,9,9,204829,86075,118754,128516,89326,39190,200013,84534,115479,4816,1541,3275,182958,249287,111341,27127,4257,9143,89521,4698,3029,3920,114641,175349,45013,118251,41795,76456,433436,144796,288640,148401,118317,147732,117648,117889,118251,23240,6844,433436,3,1,108117,8931,47198,69852,19415,23508,74125,116067,982,108183,87783,8866,48562,32157,114262,1287,114977,2072,106549,220,114363,76151,2220,96827,63110,30512,30582,14759,22756,70896,102570,27037,24053,102201,37753,36701,8951,4174,9273,13818,73071,3666
7,Chiapas,13,NO,Muy Disperso 1,424185,214244,209941,26529,12953,13576,165150,397544,201235,196309,379235,192100,187135,312307,159089,153218,284453,145344,139109,258923,132770,126153,27802,13867,13935,57435,28279,29156,66266,32639,33627,27854,13745,14109,25530,12574,12956,47597,24584,23013,106853,43909,21183,22726,97,139620,253396,31057,112,2,407195,205881,201314,7013,3524,3489,370825,188824,182001,4084,1971,2113,4741,2011,2730,43,19,24,4680,1987,2693,4700,40,4642,13770,1363,640,723,19454,7947,7871,4226,4742,4407,5109,30769,10073,19013,2838,7010,1847,5354,4332,371666,11963,5946,6017,3570,1714,1856,4039,1942,2097,16443,8071,8372,8107,3996,4111,3868,1740,2128,35578,21948,13630,34923,20477,14446,52102,25863,26239,53060,26169,26891,8239,3931,4308,65539,34437,31102,60909,29685,31224,7,6,7,182118,62299,119819,128330,96274,32056,179878,61730,118148,2240,569,1671,123081,300580,37729,9912,2102,2277,238253,10918,1076,1841,103409,175747,32835,99002,24781,74221,421957,92678,329279,126439,99069,126123,98753,98813,99002,21108,6262,421957,4,1,85820,12954,41517,57258,12368,24756,61650,97314,1459,87169,44766,11604,22689,27542,91172,4790,94296,4479,83807,304,91285,71965,5205,66065,38557,15806,17034,14286,14808,61538,77036,7671,5456,69206,13046,27538,1149,671,12140,28286,82075,7553
7,Chiapas,2,SI,Disperso 2,445224,226749,218475,35395,17941,17454,204878,405963,206872,199091,381451,194634,186817,297124,152572,144552,265276,136720,128556,236480,122249,114231,36985,18415,18570,71854,35885,35969,79660,39685,39975,31848,15852,15996,28796,14471,14325,58640,30344,28296,111564,26125,13136,12989,96,176082,247273,18003,3866,2,438156,223124,215032,3000,1588,1412,379592,193857,185735,1366,610,756,280235,142391,137844,108964,64681,44283,163954,73732,90222,263968,96405,160246,339033,4044,1972,2072,15743,6813,6522,4055,4786,4087,4091,23617,8223,14295,2228,6468,1415,3904,3222,400819,14297,7139,7158,6266,3151,3115,9732,5218,4514,11860,5520,6340,5265,2361,2904,12654,6156,6498,58147,37018,21129,53379,33371,20008,37262,18132,19130,66685,33350,33335,9422,4330,5092,57185,29259,27926,35553,15506,20047,6,5,6,153878,41953,111925,142097,110169,31928,148291,41148,107143,5587,805,4782,103493,337780,16844,4594,929,302,293609,23288,1503,1688,102262,174414,20415,93883,17383,76500,443747,67155,376592,113496,93918,110352,90774,93770,93883,12095,7483,443747,4,1,73740,19139,46066,46812,10194,32317,50366,90737,2142,83823,55841,9056,34990,13608,70742,18861,76928,15948,72772,752,71468,85383,23963,28837,11320,3962,6523,1452,1444,30603,53245,3456,2511,43835,4888,14984,449,320,32593,48510,86253,25874
7,Chiapas,3,SI,Muy Disperso 1,426589,216247,210342,29489,14655,14834,196597,394842,200460,194382,371827,188882,182945,289122,147545,141577,256576,131398,125178,227734,116897,110837,34986,17558,17428,70734,35357,35377,79828,39698,40130,32546,16147,16399,28842,14501,14341,54830,28319,26511,107781,23929,11272,12657,97,167755,240530,16046,2258,2,414847,210577,204270,7317,3537,3780,368896,187701,181195,2071,881,1190,303785,153958,149827,83760,51378,32382,214552,99753,114799,287869,74181,208215,365865,3774,1865,1909,12705,5806,5526,4609,4343,4741,4274,19682,7059,11856,3147,5799,1884,3660,3609,389977,15566,7768,7798,6843,3523,3320,6890,3779,3111,16384,7651,8733,7860,3581,4279,11010,5484,5526,60042,39148,20894,56814,36055,20759,40468,20898,19570,42062,21039,21023,10595,5055,5540,47386,22783,24603,49723,21059,28664,6,5,6,193594,76162,117432,94735,71114,23621,192085,75808,116277,1509,354,1155,121222,302849,32769,7205,563,1873,219714,41590,666,1839,104731,166376,17916,85546,14101,71445,424888,56549,368339,103226,85598,98747,81119,85317,85546,12694,4934,424888,4,1,63732,21130,38423,46439,6022,30973,47867,79701,5160,73616,51257,11247,24710,9134,62128,15676,67567,17289,60957,1912,62592,70871,25007,30575,12479,4813,8017,7853,5682,27505,42899,4682,1905,35643,4613,17692,478,328,34094,48980,77693,28351
7,Chiapas,4,NO,Disperso 2,408235,206723,201512,24602,12227,12375,154580,383575,194465,189110,365628,185599,180029,303334,154878,148456,277783,142364,135419,253597,130469,123128,27083,13354,13729,53158,26233,26925,61092,30030,31062,25551,12514,13037,24186,11895,12291,47346,24183,23163,106821,39414,19012,20402,97,130394,250390,27393,58,2,375173,189999,185174,32265,16309,15956,358106,182047,176059,6973,3395,3578,59285,29721,29564,3804,2342,1462,55251,27259,27992,57325,3261,53834,89123,7007,3479,3528,22369,9873,10415,4115,5295,4183,4495,40400,13117,25720,2745,8472,1568,6906,4420,343800,8399,4062,4337,3001,1426,1575,3931,1905,2026,15666,7744,7922,9971,4877,5094,3675,1607,2068,33366,20105,13261,35763,20350,15413,40474,19832,20642,43314,22168,21146,9647,4495,5152,63271,34048,29223,76085,36756,39329,7,7,7,176377,61038,115339,126009,93502,32507,172107,60307,111800,4270,731,3539,143282,264776,37794,10622,2510,8453,199847,3337,2205,2180,96541,175585,31179,103825,28384,75441,406747,100059,306688,134062,103877,133410,103225,103620,103825,20101,10084,406747,3,1,93061,10543,49130,54474,14979,24395,64228,101831,1774,95417,72209,8188,42214,34947,98027,2554,100021,3579,92269,354,98656,77639,7613,72046,50917,16295,17879,11000,4702,46567,81562,13693,6645,74252,20495,39761,3212,1842,16260,28618,78495,10244
7,Chiapas,5,SI,Concentración Media,454255,239585,214670,29889,15003,14886,186561,424206,224499,199707,402549,213572,188977,325752,174541,151211,295814,159579,136235,267534,145161,122373,32564,16327,16237,65890,33631,32259,73962,37306,36656,29938,14962,14976,28280,14418,13862,58572,30875,27697,125320,31362,17217,14145,89,158281,275031,20783,160,2,444577,234548,210029,7953,4142,3811,398548,211752,186796,3116,1446,1670,277321,147059,130262,108381,68860,39521,162209,74673,87536,262761,96254,159782,335889,5266,2730,2536,12592,5329,5654,2757,3748,2988,2837,26555,7884,16956,2027,7118,1797,4377,2818,413701,14104,7105,6999,4595,2446,2149,8739,4941,3798,12548,5925,6623,10336,4977,5359,9110,4753,4357,55552,38415,17137,52441,35985,16456,31417,16573,14844,80440,42846,37594,7550,3384,4166,45022,22322,22700,72243,35203,37040,7,6,7,186487,71705,114782,138435,102480,35955,180665,70640,110025,5822,1065,4757,138225,315684,32247,21649,2954,1150,237935,18020,2318,3639,120744,172759,32117,101764,28396,73368,452977,102947,350030,127646,101819,124437,98610,101534,101764,15307,10520,452977,4,1,87236,14223,39178,62290,9752,26402,65310,100410,1054,89662,65957,11801,70871,16026,72922,26185,83786,17678,77525,360,72660,75734,13803,38086,27649,16731,21790,6908,16314,59586,74180,16849,14340,67473,18963,16046,4383,2722,19416,32464,78192,14484
